Wkr.-Nr.;SPD;SPD;CDU;CDU;FDP;FDP;DIE LINKE;DIE LINKE;GRÜNE;GRÜNE;CSU;CSU;NPD;NPD;REP;REP;FAMILIE;FAMILIE;Die Tierschutzpartei;Die Tierschutzpartei;PBC;PBC;MLPD;MLPD;BüSo;BüSo;BP;BP;PSG;PSG;Volksabstimmung;Volksabstimmung;ZENTRUM;ZENTRUM;ADM;ADM;CM;CM;DKP;DKP;DVU;DVU;DIE VIOLETTEN;DIE VIOLETTEN;FWD;FWD;ödp;ödp;PIRATEN;PIRATEN;RRP;RRP;RENTNER;RENTNER;Freie Union
202;37 332;34 984;61 167;43 300;8 684;21 190;11 579;14 197;8 768;11 065;0;0;1 798;1 560;0;547;0;1 158;0;0;0;248;0;36;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;;158;0;0;;0;0;260;0;2 030;0;0;;0;0
203;28 042;22 419;53 705;48 270;16 213;22 500;8 043;9 642;9 274;9 922;0;0;1 295;1 021;0;354;0;1 237;0;0;0;149;0;22;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;;92;0;0;;0;0;266;0;1 717;0;0;;0;0
204;35 039;30 426;61 980;50 519;11 330;20 509;11 639;13 128;14 143;16 500;0;0;1 323;1 099;0;350;0;1 119;0;0;0;155;0;27;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;;74;0;0;;0;0;284;0;2 489;0;0;;0;0
205;44 416;36 122;65 215;53 078;16 541;28 104;11 884;13 186;10 685;13 047;0;0;2 347;1 895;0;638;0;1 627;0;0;0;540;0;31;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;;118;0;0;;0;0;311;0;2 948;0;0;;0;0
206;57 338;43 303;68 081;61 777;22 054;29 045;10 737;13 922;23 696;29 745;0;0;2 043;1 153;0;2 265;0;1 035;0;0;0;245;0;34;304;0;0;0;;0;0;0;0;0;0;0;;0;0;0;;96;833;0;;0;2 384;1 305;0;4 553;0;0;;0;0
207;54 255;39 125;51 892;46 831;14 051;22 748;10 218;12 098;10 515;14 609;0;0;3 259;2 284;0;1 508;0;1 468;0;0;0;421;0;30;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;;137;0;0;;0;0;425;0;2 909;0;0;;0;0
208;48 713;40 325;57 736;48 785;12 878;22 392;13 002;15 457;9 277;12 919;0;0;1 807;1 798;3 631;3 601;0;1 443;0;0;0;314;210;121;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;;158;0;0;;0;0;319;3 188;3 079;0;0;;0;0
209;40 404;36 117;71 481;57 953;14 870;26 988;12 546;13 486;13 748;16 485;0;0;2 710;1 935;0;1 918;3 140;2 217;0;0;0;453;0;44;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;;116;0;0;;0;0;426;0;3 030;0;0;;0;0
210;55 070;44 362;52 311;45 212;14 725;22 932;22 205;22 670;10 834;13 936;0;0;4 143;3 197;0;1 373;0;2 074;0;0;0;414;0;55;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;;132;0;0;;0;0;406;0;3 421;0;0;;0;0
211;34 342;28 982;50 035;44 143;14 105;19 605;15 989;16 977;8 840;8 528;0;0;3 598;2 533;0;1 662;0;1 945;0;0;0;387;0;32;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;;114;0;0;;0;0;391;0;2 561;0;0;;0;0
212;42 287;34 790;61 994;52 517;19 431;26 201;10 926;13 137;12 637;15 635;0;0;3 230;2 272;0;1 980;0;1 889;0;0;0;575;0;59;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;;134;0;0;;0;0;609;0;3 322;0;0;;0;0
213;16 724;14 831;0;0;9 508;13 992;5 362;5 641;8 477;8 923;67 284;57 712;2 045;1 347;0;1 086;0;789;0;650;0;99;0;20;1 369;309;0;1 297;;0;0;0;0;0;0;0;;143;0;0;;63;0;251;;0;0;1 517;0;1 896;0;720;;0;0
214;24 402;19 106;0;0;16 433;22 094;6 073;6 265;17 573;17 458;67 518;61 088;1 837;1 018;0;1 711;0;996;0;959;0;91;0;35;0;54;0;1 434;;0;0;0;0;0;0;0;;114;0;0;;60;0;289;;0;3 969;2 453;0;2 562;0;1 416;;0;0
215;21 693;20 646;0;0;20 220;22 532;8 510;8 417;25 879;18 984;71 748;68 578;2 636;1 855;0;928;0;1 052;0;1 031;0;162;0;32;5;47;63;1 467;;0;0;0;0;0;0;0;;119;0;0;;71;0;338;;0;88;1 933;0;3 691;1 697;1 622;;0;0
216;35 144;29 179;0;0;20 645;29 842;7 146;8 768;19 965;23 104;90 368;79 120;2 007;1 508;0;879;0;1 065;0;1 313;0;150;0;36;0;70;3 109;1 990;;0;0;0;0;0;0;0;;141;0;0;;101;0;408;;0;3 120;1 851;0;3 568;2 415;2 196;;0;0
217;26 630;26 701;0;0;13 994;21 359;10 838;10 621;14 082;14 178;98 542;85 841;3 276;2 569;0;1 257;0;1 147;0;993;0;227;0;34;656;120;0;1 321;;0;0;0;0;0;0;0;;146;0;0;;85;0;226;;0;3 863;2 323;0;3 421;0;585;;0;0
218;55 691;31 067;0;0;15 766;28 189;7 773;10 705;15 307;27 405;57 161;48 622;1 531;1 117;0;482;0;461;0;1 019;0;96;123;70;217;95;0;751;;0;0;0;0;0;0;0;;85;0;0;;73;0;306;;0;1 732;1 283;0;4 164;0;932;;0;0
219;44 917;32 109;0;0;24 022;31 531;9 109;10 996;21 722;27 466;61 412;55 854;1 286;1 038;0;439;0;546;0;1 099;0;106;0;51;221;127;1 574;1 079;;0;0;0;0;0;0;0;;83;0;0;;74;0;352;;0;2 147;1 283;0;3 715;1 616;1 358;;0;0
220;43 835;30 403;0;0;17 033;25 600;8 266;10 603;20 507;26 219;58 849;51 064;1 289;1 073;0;503;0;493;0;1 005;0;153;0;54;460;148;0;813;;0;0;0;0;0;0;0;;111;0;0;;63;0;325;;0;2 097;1 236;0;3 624;0;1 176;;0;0
221;47 101;32 308;0;0;20 442;29 355;9 665;11 587;24 967;33 340;63 075;53 814;1 413;1 029;0;498;0;528;0;1 120;0;160;0;33;412;140;0;929;;0;0;0;0;0;0;0;;117;0;0;;69;0;361;;0;2 623;1 550;0;4 045;0;1 069;;0;0
222;37 277;31 856;0;0;26 030;37 893;7 201;8 581;25 062;24 576;87 060;75 712;1 548;1 145;0;793;1 926;1 106;0;1 131;0;105;0;20;0;62;0;1 038;;0;0;0;0;0;0;0;;81;0;0;;91;0;337;;0;1 986;1 515;0;3 471;1 601;1 490;;0;674
223;23 041;20 380;0;0;14 745;23 226;5 967;7 074;19 499;18 258;82 305;74 860;1 172;1 186;3 455;2 960;0;926;0;966;0;149;0;34;375;193;3 612;2 659;;0;0;0;0;0;0;0;;195;0;0;;73;0;455;;0;3 905;2 669;0;2 503;1 749;1 602;;0;0
224;28 179;23 078;0;0;25 954;34 361;6 928;7 442;19 133;21 967;98 057;81 106;2 215;1 409;0;786;49;939;0;1 167;0;140;0;33;0;68;0;1 973;;0;0;0;0;0;0;0;;161;0;0;;101;0;516;;0;41;1 717;0;2 611;35;2 025;;0;12
225;21 406;17 747;0;0;10 142;18 243;6 156;7 122;16 188;16 341;76 741;68 886;2 063;1 641;0;1 420;0;727;0;864;0;245;0;16;608;139;2 860;2 163;;0;0;0;0;0;0;0;;249;0;0;;71;0;325;;0;2 409;1 927;0;1 868;1 296;1 188;;0;749
226;25 894;23 512;0;0;19 076;28 911;7 568;8 897;21 516;20 871;94 302;83 058;1 883;1 501;0;835;0;1 257;0;1 128;0;219;0;28;0;57;3 399;2 740;;0;0;0;0;0;0;0;;193;0;0;;91;0;489;;0;4 511;3 277;0;3 098;1 921;1 966;;0;0
227;15 336;13 611;0;0;11 065;13 485;6 851;7 536;6 717;6 189;49 398;43 628;3 039;2 190;0;1 449;0;686;0;537;0;110;0;17;0;25;0;1 213;;0;0;0;0;0;0;0;;112;0;0;;46;0;187;;0;0;1 178;0;1 160;0;514;;0;992
228;25 337;23 634;0;0;22 940;24 031;9 362;9 554;17 133;15 002;84 953;82 466;3 295;2 373;0;1 373;0;1 152;0;1 172;0;130;0;28;0;41;0;1 397;;0;0;0;0;0;0;0;;155;0;0;;80;1 176;710;;0;4 051;2 635;0;2 843;0;705;;0;0
229;16 573;17 773;0;0;22 069;18 202;9 217;9 198;8 767;9 054;54 275;52 476;2 600;2 077;0;792;0;789;0;723;0;100;0;18;0;40;0;912;;0;0;0;0;0;0;0;;116;0;0;;72;0;226;;0;3 212;2 392;0;1 618;0;547;;0;0
230;17 920;14 151;0;0;10 305;14 359;4 868;5 742;5 828;6 786;54 904;51 702;1 743;1 761;1 719;1 388;0;674;0;599;0;59;0;20;522;124;0;1 140;;0;0;0;0;0;0;0;;157;0;0;;54;0;194;;0;4 626;2 472;0;1 392;0;486;;0;0
231;24 922;15 817;0;0;8 650;15 232;5 410;7 257;4 372;5 925;61 572;55 844;2 519;2 085;0;1 258;0;772;0;629;0;69;0;13;0;28;0;1 232;;0;0;0;0;0;0;0;;93;0;0;;47;0;171;;0;3 040;2 831;0;1 526;0;534;;0;0
232;30 587;25 606;0;0;18 922;19 418;10 544;10 629;13 833;12 807;71 148;68 586;3 818;2 839;0;913;0;1 284;0;965;0;234;0;37;0;62;0;1 026;;0;0;0;0;0;0;0;;198;0;0;;105;0;213;;0;0;2 083;0;3 686;1 493;1 288;;0;0
233;35 207;29 375;0;0;21 618;22 998;10 514;11 453;14 784;18 343;75 653;72 120;2 753;2 297;0;1 100;0;1 037;0;1 316;0;153;0;40;0;68;0;1 078;;0;0;0;0;0;0;0;;129;0;0;;101;0;430;;0;4 410;2 772;2 903;3 566;1 227;1 171;;0;0
234;34 321;24 828;0;0;11 058;16 553;9 396;11 310;6 423;8 580;72 791;66 951;3 463;3 020;0;1 185;0;1 225;0;966;0;159;0;22;0;49;0;1 288;;0;0;0;0;0;0;0;;226;0;0;;94;0;191;;0;2 830;2 305;0;2 269;0;761;;0;0
235;24 261;24 467;0;0;8 664;14 272;6 567;9 093;6 031;8 060;54 891;54 009;2 994;3 071;0;693;0;1 132;0;872;0;108;0;21;0;33;0;1 054;;0;0;0;0;0;0;0;;222;0;0;;59;0;176;;0;1 563;1 565;0;2 207;0;642;;0;0
236;26 044;19 553;0;0;13 590;17 523;7 601;8 316;11 726;13 512;62 548;57 433;1 899;1 759;2 213;1 937;0;1 061;0;790;0;188;0;58;0;33;1 562;770;;0;0;0;0;0;0;0;;138;0;0;;55;0;244;;0;0;754;0;3 041;0;714;;0;0
237;23 920;22 018;0;0;9 898;16 066;6 318;6 865;13 096;10 937;58 848;51 124;1 701;1 593;1 855;1 520;0;818;0;690;0;293;0;20;0;30;0;414;;0;0;0;0;0;0;0;;131;0;0;;50;0;181;;0;0;595;0;2 401;0;570;;0;0
238;28 882;26 869;0;0;8 805;13 398;7 475;8 116;9 380;8 707;55 174;49 248;2 775;2 384;0;614;0;711;0;597;0;231;0;35;0;25;0;261;;0;0;0;0;0;0;0;;70;0;0;;56;0;165;;0;1 234;697;0;2 093;0;302;;0;0
239;33 763;29 265;0;0;9 604;14 036;9 994;10 550;9 302;8 678;57 632;51 661;3 094;2 458;0;916;0;999;0;1 005;0;511;0;31;0;49;0;487;;0;0;0;0;0;0;0;;111;0;0;;93;0;167;;0;0;484;0;2 248;0;612;;0;0
240;18 717;21 863;0;0;4 885;14 520;6 624;8 038;5 985;8 731;86 658;62 880;3 027;2 682;0;1 215;0;1 045;0;827;0;259;0;25;0;48;0;546;;0;0;0;0;0;0;0;;112;0;0;;59;0;185;;0;1 407;1 091;0;2 332;0;659;;0;0
241;37 133;32 847;0;0;17 346;23 222;9 231;12 176;14 054;17 294;80 239;68 128;3 835;3 023;0;1 301;0;1 520;0;1 061;0;618;0;37;0;42;0;553;;0;0;0;0;0;0;0;;187;0;0;;128;0;400;;0;3 658;2 662;3 248;3 512;0;1 159;;0;0
242;32 269;28 248;0;0;12 736;20 048;8 275;8 821;15 036;18 043;60 685;48 552;1 596;1 362;0;596;1 946;1 095;0;794;0;208;0;45;0;37;0;308;;0;0;0;0;0;0;0;;70;0;0;;50;0;210;;0;1 686;1 177;0;4 096;0;994;;0;0
243;44 505;37 820;0;0;15 361;24 978;13 798;14 667;17 109;20 314;76 897;63 392;3 551;2 714;0;1 251;0;1 512;0;1 355;0;393;0;66;0;66;0;492;;0;0;0;0;0;0;0;;142;0;0;;136;0;364;;0;0;1 610;4 166;5 035;0;1 604;;0;2 042
244;41 246;29 751;0;0;10 652;18 528;10 923;12 554;15 043;20 934;48 943;40 094;2 320;1 835;0;611;0;620;0;1 129;0;168;187;106;0;52;0;233;;0;0;0;0;0;0;0;;89;0;0;;79;0;313;;0;0;847;4 268;4 940;0;1 081;;0;0
245;37 159;30 766;0;0;10 498;14 592;10 794;11 698;10 048;12 210;47 519;42 645;3 136;2 548;0;752;0;776;0;946;0;209;0;62;0;44;0;267;;0;0;0;0;0;0;0;;85;0;0;;80;0;262;;0;0;753;2 653;3 220;1 290;1 500;;0;0
246;40 464;36 327;0;0;18 809;23 177;9 610;11 262;16 521;19 517;75 280;64 763;3 289;2 487;0;1 474;0;1 139;0;1 162;0;359;0;28;0;42;0;495;;0;0;0;0;0;0;0;;120;0;0;;94;0;361;;0;0;1 065;3 205;3 690;1 642;1 822;;0;0
247;25 143;23 235;0;0;15 185;20 868;8 072;8 828;22 717;15 071;56 491;53 201;2 716;1 750;0;1 791;0;1 089;0;917;0;99;0;67;0;50;0;329;;0;0;0;0;0;0;0;;120;0;0;;60;0;246;;0;1 841;979;0;2 828;0;1 180;;0;0
248;28 487;23 712;0;0;13 592;22 188;13 000;13 717;14 723;12 475;85 574;75 708;3 305;2 504;0;1 580;0;1 339;0;804;0;259;0;33;0;56;0;495;;0;0;0;0;0;0;0;;196;0;0;;70;0;264;;0;0;1 242;0;2 807;0;703;;0;0
249;28 659;25 872;0;0;12 858;20 360;8 817;9 346;13 649;14 285;75 542;63 513;1 620;1 575;2 230;1 826;0;1 205;0;1 067;921;232;0;46;0;47;0;379;;0;0;0;0;0;0;0;;113;0;0;;59;0;307;;0;0;1 087;0;2 888;0;986;;0;0
250;27 794;24 747;0;0;13 713;18 742;14 803;13 317;14 598;13 182;66 253;62 265;3 029;1 829;0;1 790;0;1 090;0;771;0;277;0;62;0;40;2 213;784;;0;0;0;0;0;0;0;;157;0;0;;57;0;242;;0;0;990;0;3 076;0;765;;0;0
251;39 055;31 440;0;0;17 030;23 203;9 334;10 582;21 914;24 341;73 800;65 294;2 312;1 287;0;2 462;0;1 011;0;1 103;0;250;0;36;0;59;0;428;;0;0;0;0;0;0;0;;147;0;0;;39;0;260;;0;0;1 422;3 659;4 262;0;836;;0;0
252;26 268;24 981;0;0;14 638;17 645;9 318;10 552;19 708;16 898;56 644;51 728;2 038;1 602;0;899;0;665;0;965;0;136;230;113;177;89;1 022;674;;0;0;0;0;0;0;0;;115;0;0;;88;0;307;;0;1 621;1 073;0;4 166;1 658;1 513;;0;0
253;27 427;25 356;0;0;20 137;27 522;8 264;9 425;15 031;16 430;92 508;80 335;2 834;2 168;0;1 777;0;1 187;0;1 208;0;200;0;46;444;122;2 552;1 609;;0;0;0;0;0;0;0;;191;0;0;;110;0;405;;0;2 804;1 790;0;3 399;2 539;1 990;;0;0
254;20 901;18 290;0;0;15 337;19 314;8 025;7 605;9 962;10 139;69 102;64 647;2 549;1 919;0;1 725;0;1 077;0;703;0;172;0;30;0;41;2 385;1 432;;0;0;0;0;0;0;0;;182;0;0;;63;888;495;;0;1 982;1 367;0;2 170;0;751;;0;0
255;24 977;23 937;0;0;18 406;26 391;10 245;10 341;17 398;14 310;82 046;72 060;4 483;3 499;0;1 013;0;1 283;0;1 040;0;344;0;36;0;96;0;1 005;;0;0;0;0;0;0;0;;250;0;0;;131;0;331;;0;4 291;2 387;0;3 496;0;938;;0;0
256;19 107;20 392;0;0;17 464;26 018;7 842;8 735;20 093;17 753;83 181;70 559;1 314;1 202;2 092;1 800;0;1 200;0;1 039;0;242;0;41;0;53;2 606;1 507;;0;0;0;0;0;0;0;;357;0;0;;71;0;353;;0;3 150;2 299;0;2 635;0;983;;0;0
257;22 859;20 544;0;0;21 115;28 362;8 822;9 369;15 030;15 668;85 429;77 911;2 814;2 262;0;1 010;0;1 196;0;1 018;0;390;0;34;0;85;5 367;2 849;;0;0;0;0;0;0;0;;397;0;0;;119;0;334;;0;3 671;2 728;0;2 951;0;803;;0;737
258;25 364;26 656;48 518;39 482;14 514;27 557;6 601;9 439;42 116;31 076;0;0;1 068;691;0;758;0;0;0;667;0;250;0;144;446;150;0;0;;0;0;143;0;0;0;30;;0;0;0;;60;0;361;;0;0;494;2 350;3 426;0;0;;0;0
259;33 525;26 675;44 002;37 151;13 327;22 059;10 902;11 437;21 453;22 916;0;0;1 673;999;0;1 365;0;0;0;756;0;263;322;253;373;128;0;0;;0;0;217;0;0;0;43;;0;0;0;;62;0;336;;0;0;444;1 893;2 616;0;0;;0;0
260;36 550;34 915;82 344;61 918;23 717;38 125;9 657;11 118;24 138;25 364;0;0;2 914;2 265;0;1 273;0;0;0;1 089;0;1 085;328;197;0;68;0;0;;0;0;346;0;0;0;49;;0;0;0;;88;0;356;;0;0;552;2 798;3 861;0;0;;0;0
261;35 396;25 797;53 829;41 672;10 819;22 873;6 225;7 680;15 511;19 402;0;0;1 768;1 069;0;1 601;0;0;0;582;0;275;299;148;0;68;0;0;;0;0;239;0;0;0;50;;0;0;0;;40;0;210;;0;0;351;0;2 051;0;0;;0;0
262;36 910;28 943;66 116;51 146;17 768;31 686;7 973;8 661;21 104;22 902;0;0;2 647;1 411;0;2 651;0;0;0;787;0;701;0;88;0;94;0;0;;0;0;502;0;0;0;100;;0;0;0;;59;0;275;;0;0;413;0;2 552;0;0;;0;0
263;33 916;26 524;55 049;42 318;13 177;24 408;8 157;9 327;14 009;17 018;0;0;2 385;1 730;0;1 377;0;0;0;956;0;465;0;79;0;60;0;0;;0;0;261;0;0;0;46;;0;0;0;;68;0;325;;0;920;523;0;2 371;0;0;;0;0
264;44 071;31 431;69 575;53 864;19 793;33 634;8 627;10 511;15 379;22 834;0;0;2 720;1 775;0;1 503;0;0;0;934;0;907;319;140;0;70;0;0;;0;0;311;0;0;0;124;;0;0;0;;94;0;503;;0;1 477;881;0;2 865;0;0;;0;0
265;34 718;31 079;61 328;50 274;19 431;30 179;9 800;10 382;23 966;23 090;0;0;2 436;1 538;0;1 548;0;0;0;943;971;608;0;109;0;64;0;0;;0;0;245;0;0;0;59;;0;0;0;;70;0;360;;0;963;628;0;2 995;0;0;;0;0
266;39 430;33 711;70 606;55 618;24 682;34 641;9 169;10 852;18 626;22 773;0;0;2 798;1 941;0;1 954;0;0;0;1 161;0;905;0;60;0;85;0;0;;0;0;318;0;0;0;68;;0;0;0;;108;0;353;;0;1 177;785;0;3 041;0;0;;0;0
267;41 484;35 331;73 308;57 889;19 924;31 932;10 693;12 256;14 594;16 917;0;0;3 657;2 622;0;1 853;0;0;0;1 131;0;912;372;186;0;70;0;0;;0;0;358;0;0;0;62;;0;0;0;;160;0;264;;0;1 656;1 040;0;3 246;0;0;;0;0
268;32 606;27 907;65 474;52 745;19 839;28 688;10 938;11 554;18 132;19 829;0;0;3 328;2 429;0;1 444;0;0;0;1 070;0;1 173;0;86;0;78;0;0;;0;0;401;0;0;0;57;;0;0;0;;157;0;317;;0;0;905;0;2 950;0;0;;0;0
269;30 902;24 289;55 492;44 068;12 822;23 060;8 177;8 840;12 749;15 606;0;0;2 404;1 578;0;1 608;0;0;0;777;1 240;909;0;92;0;79;0;0;;0;0;276;0;0;0;56;;0;0;0;;83;0;329;;0;0;533;0;2 229;0;0;;0;0
270;39 951;32 195;70 599;57 878;15 604;26 534;11 775;12 351;14 226;17 732;0;0;2 996;1 867;0;2 251;0;0;0;915;0;644;0;55;0;86;0;0;;0;0;397;0;0;0;66;;0;0;0;;123;0;314;;0;0;827;0;2 830;0;0;;0;0
271;37 845;29 227;53 872;40 566;11 845;24 654;10 034;11 807;21 452;26 051;0;0;1 534;1 295;0;544;0;0;0;894;0;444;234;133;0;75;0;0;;0;0;205;0;0;0;28;;0;0;0;;76;0;254;;0;0;405;4 359;5 008;0;0;;0;0
272;39 021;31 160;68 951;55 285;17 668;29 292;8 569;9 935;15 506;18 066;0;0;2 310;1 567;0;1 228;0;0;0;1 107;0;896;0;67;0;71;0;0;;0;0;406;0;0;0;48;;0;0;0;;95;0;263;;0;0;390;0;3 307;0;0;;0;0
273;33 279;27 376;68 652;55 806;14 235;25 553;8 935;10 093;15 404;16 649;0;0;2 436;1 727;0;1 013;0;0;0;1 095;0;348;0;58;0;83;0;0;;0;0;316;0;0;0;58;;0;0;0;;81;0;321;;0;0;378;0;2 538;0;0;;0;0
274;47 683;35 337;57 963;49 296;19 314;28 419;8 985;11 823;24 985;28 349;0;0;1 652;1 318;0;686;0;0;0;958;0;288;0;57;0;62;0;0;;0;0;239;0;0;0;40;;0;0;0;;71;0;285;;0;0;364;0;3 396;0;0;;0;0
275;39 845;32 627;48 137;38 435;11 782;19 900;12 520;14 936;16 648;18 052;0;0;2 418;1 772;0;987;0;0;0;1 090;0;238;333;121;0;60;0;0;;0;0;286;0;0;0;48;;0;0;0;;73;0;239;;0;0;236;0;3 258;0;0;;0;0
276;29 977;27 740;75 337;63 120;17 199;25 455;9 821;10 357;13 173;13 770;0;0;2 876;2 015;0;1 415;0;0;0;1 139;0;502;0;59;0;98;0;0;;0;0;332;0;0;0;51;;0;0;0;;125;0;274;;0;1 538;1 156;0;2 648;0;0;;0;0
277;35 426;29 356;59 755;49 922;17 833;26 191;10 596;11 078;14 952;16 723;0;0;2 725;1 894;0;979;0;0;0;1 060;0;489;0;49;0;65;0;0;;0;0;328;0;0;0;66;;0;0;0;;95;0;267;;0;0;406;0;2 970;0;0;;0;0
278;32 525;27 934;64 659;50 031;15 785;26 626;9 995;10 723;12 082;14 084;0;0;2 903;1 825;0;1 642;0;0;0;1 301;0;385;0;65;0;70;0;0;;0;0;357;0;0;0;48;;0;0;0;;85;0;254;;0;0;384;0;2 976;0;0;;0;0
279;34 944;30 652;62 224;52 771;24 640;30 192;10 353;11 279;15 236;17 556;0;0;3 172;2 029;0;1 439;0;0;0;1 211;2 218;1 374;0;73;0;67;0;0;;0;0;450;0;0;0;64;;0;0;0;;148;0;337;;0;0;412;0;3 048;0;0;;0;0
280;28 255;24 450;64 808;53 358;17 528;28 260;9 136;9 537;13 460;14 464;0;0;1 915;1 813;2 172;1 955;0;0;0;1 023;2 661;1 698;0;72;0;68;0;0;;0;0;325;0;0;0;51;;0;0;0;;70;0;277;;0;0;464;0;2 390;0;0;;0;0
281;51 192;32 691;44 749;42 224;12 674;21 887;9 675;13 793;33 878;35 536;0;0;890;764;1 063;981;0;0;0;1 165;0;581;0;88;0;49;0;0;;0;0;369;0;0;0;56;;0;0;0;;78;1 023;658;;0;0;474;0;4 289;0;0;;0;0
282;49 591;33 953;58 282;49 707;16 932;26 425;9 268;10 802;16 151;23 904;0;0;2 106;1 271;0;1 333;0;0;0;1 124;1 498;987;0;57;0;55;0;0;;0;0;508;0;0;0;51;;0;0;0;;77;0;323;;0;0;422;0;3 116;0;0;;0;0
283;35 339;29 740;61 427;50 594;14 470;24 135;10 238;11 134;22 429;21 332;0;0;2 022;1 310;0;986;0;0;0;1 425;0;584;0;38;0;56;0;0;;0;0;399;0;0;0;298;;0;0;0;;86;0;355;;0;0;523;0;3 029;0;0;;0;0
284;27 052;24 662;65 336;52 083;15 454;24 887;10 129;10 742;17 460;18 247;0;0;2 069;1 506;0;914;0;0;0;974;0;444;0;42;0;75;0;0;;0;0;453;0;0;0;93;;0;0;0;;97;0;417;;0;0;430;0;2 605;0;0;;0;0
285;22 388;22 550;66 104;53 547;24 395;30 249;8 140;8 753;11 503;12 924;0;0;3 006;2 298;0;1 126;0;0;0;1 022;0;782;0;45;0;110;0;0;;0;0;502;0;0;0;140;;0;0;0;;131;0;294;;0;2 039;1 498;0;2 396;0;0;;0;0
286;21 835;20 374;54 172;41 694;15 292;23 812;7 158;7 837;13 034;13 344;0;0;2 881;1 978;0;553;0;0;0;937;0;694;0;80;0;61;0;0;;0;0;287;0;0;0;166;;0;0;0;;100;0;254;;0;0;455;0;2 111;0;0;;0;0
287;29 713;26 047;59 256;43 844;20 335;29 372;8 943;9 344;17 439;20 482;0;0;1 688;1 309;0;533;0;0;0;1 319;0;419;0;62;0;60;0;0;;0;0;490;0;0;0;116;;0;0;0;;83;0;444;;0;0;465;0;3 298;0;0;;0;0
288;35 026;23 058;50 967;45 201;13 686;22 993;7 100;7 765;13 091;16 971;0;0;1 667;941;0;1 190;0;0;0;869;0;574;0;38;0;67;0;0;;0;0;370;0;0;0;48;;0;0;0;;74;0;338;;0;843;611;0;2 244;0;0;;0;0
289;31 385;25 762;60 739;48 389;18 198;28 734;8 449;10 056;19 869;21 388;0;0;2 488;1 818;0;1 282;0;0;0;853;0;584;490;190;0;75;0;0;;0;0;466;0;0;0;81;;0;0;0;;96;0;264;;0;0;406;0;2 792;0;0;;0;0
290;28 501;26 823;55 188;43 603;13 680;24 233;9 801;11 185;30 560;26 939;0;0;2 078;1 452;0;1 122;0;0;0;870;0;525;0;140;0;63;0;0;;0;0;372;0;0;0;42;;0;0;0;;73;0;318;;0;814;633;0;3 648;0;0;;0;0
291;35 885;28 434;67 812;57 169;18 278;28 714;9 608;10 648;21 479;22 893;0;0;2 513;1 794;0;1 211;0;0;0;1 088;0;647;310;161;0;97;0;0;;0;0;525;0;0;0;77;;0;0;0;;130;0;392;;0;0;859;0;4 307;0;0;;0;0
292;26 275;15 742;48 662;49 688;17 233;21 665;6 117;6 636;11 176;12 524;0;0;2 389;1 401;0;1 289;0;0;0;879;0;413;0;40;0;77;0;0;;0;0;382;0;0;0;60;;0;0;0;;100;0;277;;0;1 760;1 536;0;2 277;0;0;;0;0
293;23 587;20 080;54 169;44 205;16 521;24 483;7 077;7 775;17 349;16 962;0;0;1 771;1 277;0;628;0;0;0;813;0;344;0;57;0;57;0;0;;0;0;402;0;0;0;148;;0;0;0;;67;0;444;;0;0;705;0;2 441;0;0;;0;0
294;22 530;19 969;56 931;48 146;17 946;23 997;7 918;8 428;18 639;18 408;0;0;2 006;1 250;0;944;0;0;0;883;0;493;0;74;0;86;0;0;;0;0;480;0;0;0;115;;0;0;0;;76;0;444;;0;0;1 965;0;2 404;0;0;;0;0
295;21 695;20 001;62 858;49 774;17 220;27 454;8 292;8 763;11 802;12 571;0;0;2 895;2 036;0;1 527;0;0;0;956;0;600;0;137;0;65;0;0;;0;0;385;0;0;0;86;;0;0;0;;114;0;297;;0;0;572;0;2 477;0;0;;0;0
296;43 737;34 528;45 748;38 317;10 597;17 651;31 946;34 666;9 696;12 685;0;0;1 967;1 737;0;0;0;1 596;0;0;0;0;323;112;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;;0;0;0;;0;0;0;0;2 536;0;752;;0;0
297;51 193;37 749;58 297;50 566;11 516;19 643;24 244;31 057;8 342;10 194;0;0;2 025;1 874;0;0;0;2 013;0;0;0;0;0;48;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;;0;0;0;;0;0;0;0;2 188;0;861;;0;0
298;42 910;35 506;55 727;48 373;9 486;15 094;22 965;26 775;6 058;7 507;0;0;1 835;1 629;0;0;0;2 273;0;0;0;0;0;42;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;;0;0;0;;0;0;0;0;1 853;0;664;;0;0
299;44 500;36 681;48 092;42 033;10 508;17 039;27 933;31 382;6 575;9 164;0;0;2 206;2 159;0;0;4 102;3 030;0;0;0;0;0;50;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;;0;0;0;;0;0;0;0;2 043;0;797;;0;0
